//////////////////////////////////////////////////////////////////////////
//SUNNY
//AMBIENT      XXXXXXXX       EMISSION       AMB OBJ        DIR            SKY TOP        SKY BOT        SUNCORE        SUNCORONA      SUNSZ    SPRSZ    SPRBR    SHDW    LTSHD    TREESH    FARCLP    FOGST     LTGRD    LOWCLOUDSRGB    TOPCLOUDRGB    BOTCLDRGB      BLURRGB        WATERRGBA      
//MIDNIGHT
171 177 155    100 100 100     65  65  65     51  43  36    255 255 253     75 137 207     63 210 217    254 187 127    254 122  99     9.5     1.2       1.0     254       0      236       1141.0      14.0    1.0      120 100 100     255 255 255     31  31  31      3  71 102    138 128 151 40
//4PM
171 168 132    100 100 100     57  63  65     47  38  33    255 255 253     43 113 192     27 195 206    254 164  84    255 120 120    11.3     1.2       1.0     254       0      230       1114.0      16.0    1.0      120 100 100     255 255 255     31  23  22      7 133 211    151 136 160 40
//5PM
194 186 126    100 100 100     50  61  66     49  39  34    255 255 252    129 131 137    124 156 133    254 141  42    255 120 120    13.1     1.2       1.0     254       0      225       1088.0      17.0    0.4      120 100 100     255 255 255     47  24  22     78  91 105    165 143 170 40
//6PM
183 168 129    100 100 100     38  24  42     51  41  35    254 254 252    216 150  82    222 118  60    255 119   0    255   0   0    14.8     1.2       1.0     254       0      129       1061.0      19.0    0.5      120  40  40     200 171 139     64  25  23    149  49   0    179 149 173 40
//7PM
171 161 139    100 100 100     39  22   5     48  41  36    255 255 253    162 116  84    171  98  60    255 128   0    255   0   0    14.1     1.2       1.0     231      40       33       1035.0      21.0    0.8      120  40  40      77  66  71     98  98  98    143  40   0    156 132 152 50
//8PM
167 161 145     95  95  95     37  23  12     42  39  38    232 229 235    107  83  87    120  79  60    255 128   0    155   0   0    14.2     1.2       1.0     209      60       16       1009.0      23.0    0.9      120  40  40      74  51  47     76  77  81     71 129  92    133 115 132 70
//9PM
164 161 151     95  95  95     36  25  19     35  38  39    210 204 217     54  50  90     70  60  61    255   5   0     55   0   0    14.4     1.2       1.0     188      80        0        982.0      25.0    1.0      100  34  25      50  38  46     55  57  65      0 218 184    110  99 112 80
//10PM
161 162 158     95  95  95     35  27  25     30  37  42    195 192 224     36  33  60     48  41  45    255   5   8      5   8   0    14.6     1.2       1.0     210     100        0        941.0      27.0    1.2       70  27  10      27  26  45     34  38  49      0 234 204     87  82  92 90
//11PM
158 162 164     95  95  95     34  29  32     21  28  33    180 181 232     17  16  29     26  23  29    255   5   0      5   0   0    14.8     1.2       1.0     231     100        0        900.0      28.0    1.3        2   1   0      28  27  40     35  37  46      0 238 205     64  65  72 80
//////////////////////////////////////////////////////////////////////////
//CLOUDY
//AMBIENT      XXXXXXXX       EMISSION       AMB OBJ        DIR            SKY TOP        SKY BOT        SUNCORE        SUNCORONA      SUNSZ    SPRSZ    SPRBR    SHDW    LTSHD    TREESH    FARCLP    FOGST     LTGRD    LOWCLOUDSRGB    TOPCLOUDRGB    BOTCLDRGB      BLURRGB        WATERRGBA      
//MIDNIGHT
218 225 144     95  95  95     22  47  59     30  30  30     75  75  75     28  27  26     12  12  12     10  10   0     10   0   0     9.1     1.6       1.0     200     100        0       1268.0    -164.0    1.0       11   4   0      29  27  36     22  22  22     71  68  55     50  50  50 104
//1AM
208 214 147     95  95  95     22  44  54     31  31  31     86  86  80     19  18  18      0   0   0     10  10   0     10   0   0     9.2     1.5       1.0     200     100        0       1258.0    -157.0    1.0        8   3   0      30  29  36     17  17  17     60  58  47     57  56  55 114
//2AM
199 203 151     95  95  95     23  41  49     33  33  33     97  97  85     19  18  18      3   3   2     10  10   0     10   0   0     9.3     1.5       1.0     200     100        0       1248.0    -150.0    1.0        4   1   0      32  31  37     13  13  13     50  48  39     64  63  61 114
//3AM
190 192 155     95  95  95     24  38  45     35  35  35    109 109  91     19  19  19      6   6   4     10  10   0     10   0   0     9.4     1.4       1.0     200     100        0       1238.0    -143.0    1.0        2   1   0      34  34  37      9   9   9     40  38  31     71  70  66 114
//4AM
181 181 159     95  95  95     25  35  40     36  36  36    120 120  96     20  20  20     10   9   7     10  10   0     10   0   0     9.5     1.4       1.0     200     100        0       1229.0    -136.0    1.0       30  20   1      36  36  38     31  31  31     30  29  23     79  77  72 114
//5AM
172 171 163     95  95  95     27  33  36     38  38  38    132 132 102     49  49  49     48  41  35     22  19   7     24  13   0     9.6     1.3       1.0     200     100        0       1219.0    -129.0    1.0       70  27  10      39  39  39     54  54  54     20  19  15     86  84  77 114
//6AM
183 164 155     90  90  90     33  33  29     40  40  40    143 143 107     78  78  78     86  74  63     34  29  14     39  26   0     8.7     1.3       1.0     200     100        0       1209.0    -122.0    0.8      100  34  25      70  70  70     70  70  70     10   9   7     93  91  83 114
//7AM
195 195 195     90  90  90     39  34  23     63  63  63    155 155 113    107 107 107    176 163 142     47  39  22     54  40   0     7.8     1.2       1.0     200      50        0       1199.0    -124.0    0.5      120  40  40      70  70  70     70  70  70      0   0   0    101  97  88 80
//8AM
193 198 197    100  90  85     33  28  19     59  59  59    161 161 115    137 137 137    114 105  83     88  82  68     57  46  14     6.9     1.1       1.0     186       0        0       1189.0    -126.0    0.4      120  40  40     130 130 130     70  70  70      2   0   0    108 104  94 80
//9AM
192 201 200    100 100 100     28  22  17     56  56  56    168 168 117    166 166 166    128 120  93    130 125 115     61  52  28     6.0     1.1       1.0     172       0        0       1179.0    -128.0    0.3      120  40  40     130 130 130     70  70  70      4   0   0    115 111  99 80
//10AM
190 203 203    100 100 100     23  17  14     52  52  52    175 175 119    196 196 196    142 136 103    171 168 161     64  59  43     5.1     1.1       1.0     157       0        0       1169.0    -129.0    0.3      120 100 100     130 130 130     70  70  70      5   0   0    123 118 105 80
//11AM
189 206 206    100 100 100     18  11  10     49  49  49    182 182 121    225 225 225    156 152 113    213 211 208     68  65  57     4.2     1.0       1.0     143       0        0       1159.0    -131.0    0.3      120 100 100     130 130 130     70  70  70      8   0   0    130 125 110 80
//NOON
188 210 209    100 100 100     13   6   8     46  46  46    189 189 124    255 255 255    170 168 123    255 255 255     72  72  72     3.2     1.0       1.0     130       0        0       1150.0    -133.0    0.3      120 100 100     130 130 130     70  70  70     10   0   0    137 132 116 80
//1PM
196 217 212    100 100 100      8   4   5     45  45  45    184 184 125    215 215 215    166 165 131    224 224 223     64  63  63     5.3     1.0       1.0     137       0        0       1149.0    -139.0    0.3      120 100 100     130 130 130     70  70  70      8   1   2    145 139 122 80
//2PM
205 225 216    100 100 100      4   1   2     45  45  45    180 180 127    176 176 176    163 162 140    193 193 191     56  54  54     7.3     1.0       1.0     144       0        0       1148.0    -145.0    0.3      120 100 100     130 130 130     70  70  70      7   3   4    136 130 115 80
//3PM
214 233 220    100 100 100      0   0   0     45  45  45    176 176 130    136 136 136    160 159 148    163 163 159     48  45  45     9.3     1.1       1.0     150       0        0       1148.0    -150.0    0.3      120 100 100     130 130 130     64  64  64      7   5   6    127 122 108 80
//4PM
202 218 192    100 100 100     13   7   8     45  45  45    155 155 121     97  97  97    157 157 157    132 132 127     41  36  36     7.8     1.1       1.0     158       0        0       1147.0    -156.0    0.3      120 100 100     117 117 117     57  57  57      5   6   8    119 114 102 70
//5PM
190 203 165    100 100 100     27  15  16     45  45  45    135 135 112     89  88  87    136 136 130    101 101  95     33  27  27     6.3     1.2       1.0     165       0        0       1147.0    -162.0    0.4      120  40  40     105 105 105     52  52  52      5   8   9    110 106  95 70
//6PM
179 189 138    100 100 100     41  23  24     45  45  45    114 114 103     81  79  77    116 116 104     71  71  63     25  18  18     4.9     1.3       1.0     171       0        0       1146.0    -168.0    0.5      120  40  40      93  93  93     43  43  43      4  10  12    101  98  89 70
//7PM
185 195 139    100 100 100     46  39  49     45  45  45     94  94  94     73  70  67     96  96  77     40  40  31     17   9   9     8.6     1.3       1.0     178       0        0       1167.0    -167.0    0.8      120  40  40      80  80  80     35  35  35      2   7  12     93  90  82 80
//8PM
192 201 140     95  95  95     51  55  74     38  38  38     97  97  97     66  62  58     76  76  51     10  10   0     10   0   0     8.7     1.3       1.0     185      50        0       1187.0    -166.0    1.0      120  40  40      69  69  69     27  27  27      0   5  12     84  82  76 80
//9PM
198 207 141     95  95  95     43  53  70     39  39  39     91  91  91     56  53  50     57  57  44     10  10   0     10   0   0     8.8     1.4       1.0     192     100        0       1207.0    -166.0    1.0      100  34  25      57  57  57     14  14  14     17  20  22     75  74  69 80
//10PM
204 212 141     95  95  95     36  51  66     39  39  39     86  86  86     47  44  42     38  38  38     10  10   0     10   0   0     8.9     1.4       1.0     200     100        0       1227.0    -165.0    1.0       70  27  10      47  47  50     16  16  16     35  36  33     67  66  63 114
//11PM
211 218 142     95  95  95     29  49  62     41  41  41     80  80  80     37  35  34     25  25  25     10  10   0     10   0   0     9.0     1.5       1.0     200     100        0       1248.0    -165.0    1.0       19   7   0      38  36  42     19  19  19     53  52  44     58  58  56 114
//////////////////////////////////////////////////////////////////////////
//RAINY
//AMBIENT      XXXXXXXX       EMISSION       AMB OBJ        DIR            SKY TOP        SKY BOT        SUNCORE        SUNCORONA      SUNSZ    SPRSZ    SPRBR    SHDW    LTSHD    TREESH    FARCLP    FOGST     LTGRD    LOWCLOUDSRGB    TOPCLOUDRGB    BOTCLDRGB      BLURRGB        WATERRGBA      
//MIDNIGHT
152 156 178     34  72  96      2   3   5     23  34  43    201 201 208     24  24  24     12  12  12      0   0   0      0   0   0     2.5     1.5       1.0     203     100        0        650.0    -185.0    1.0       30  20   0      50  50  50     17  13   4      7 140  24     47  75  82 100
//1AM
150 152 174     34  72  96      5   6   8     22  32  41    195 195 207     29  29  29     23  23  23      0   0   0      0   0   0     1.3     1.5      24.6     202     100        0        650.0    -175.0    1.0       30  20   0      50  50  50      0   0   0      6 135  22     50  76  85 100
//2AM
148 149 171     34  72  96      9  10  12     22  31  40    190 190 206     34  34  34     35  35  35      0   0   0      0   0   0     4.7     1.5       1.0     202     100        0        650.0    -165.0    1.0       30  20   0      50  50  50      0   0   0      5 130  20     54  78  88 100
//3AM
146 146 168     17  36  48     13  14  15     23  30  39    185 185 206     39  39  39     46  46  46      0   0   0      0   0   0     8.1     1.5       1.0     202     100        0        650.0    -155.0    1.0       30  20   0      50  50  50      0   0   0      5 126  18     58  80  91 100
//4AM
145 143 165     17  36  48     17  17  19     22  29  38    179 179 205     45  45  45     58  58  58      0   0   0      0   0   0    11.5     1.5       1.0     201     100        0        650.0    -146.0    1.0       30  20   0      50  50  50      0   0   0      4 121  17     62  82  94 100
//5AM
143 139 162     34  72  96     20  21  22     22  28  37    174 174 205     52  52  52     60  60  60     86  54  54     17  17   0    15.0     1.5       1.0     201     100        0        650.0    -136.0    1.0       70  27  10      50  50  50      0   0   0      4 117  15     66  84  97 100
//6AM
141 136 159     34  72  96     24  25  26     23  27  36    169 169 205     59  59  59     62  62  62     72  56  56      8   8   0    13.8     0.8       1.0     201     100        0        650.0    -126.0    0.8      100  34  25      50  50  50      0   0   0      3 112  13     70  86 100 100
//7AM
140 133 156     34  72  96     28  28  29     27  30  41    163 163 204     65  65  65     65  65  65     59  59  59      0   0   0    12.6     0.6       1.0     200      80        0        650.0    -116.0    0.8      120  40  40     150 150 150      0   0   0      2 107  11     74  88 104 100
//8AM
138 130 153     85  85  85     32  32  33     31  34  47    158 158 203     72  72  72     67  67  67     65  65  65      6   6   6    11.5     0.5       1.0     200      50        0        650.0    -106.0    0.6      120  40  40     150 150 150      0   0   0      2 103   9     77  89 107 90
//9AM
137 127 150     85  85  85     35  36  36     36  38  52    153 153 203     80  80  80     70  70  70     71  71  71     12  12  12    10.3     0.5       1.0     200      50        0        650.0     -96.0    0.6      120  40  40     150 150 150      0   0   0      1  98   8     81  91 110 90
//10AM
150 138 163     85  85  85     39  39  39     40  42  57    147 147 202     80  80  80     70  70  70     78  78  78     17  17  17     9.2     0.5       1.0     199      50        0        650.0     -86.0    0.6      120 100 100     150 150 150      0   0   0      1  94   6     85  93 113 90
//11AM
163 149 177     85  85  85     43  43  43     45  46  63    142 142 202     80  80  80     70  70  70     84  84  84     24  24  24     8.0     0.5       1.0     199      50        0        650.0     -76.0    0.6      120 100 100     150 150 150      0   0   0      0  89   4     89  95 116 90
//NOON
177 161 191     85  85  85     47  47  47     50  50  69    137 137 202     80  80  80     70  70  70     91  91  91     30  30  30     6.9     0.5       1.0     199      50        0        650.0     -66.0    0.6      120 100 100     150 150 150      0   0   0      0  85   3     93  97 119 80
//1PM
171 157 191     85  85  85     40  41  41     45  46  63    128 128 186     80  80  80     70  70  70     92  88  88     32  31  29     7.7     0.5       1.0     199      50        0        650.0     -76.0    0.6      120 100 100     150 150 150      0   0   0      0  90   5     97  99 122 70
//2PM
165 154 192     85  85  85     35  35  35     40  42  57    120 120 171     80  80  80     70  70  70     94  86  85     34  33  28     8.4     0.5       1.0     198      50        0        650.0     -86.0    0.6      120 100 100     150 150 150      0   0   0      1  95   8    101 101 126 100
//3PM
159 150 193     85  85  85     29  29  29     36  37  52    112 112 156     80  80  80     70  70  70     96  83  83     35  35  27     9.3     0.5       1.0     198      50        0        650.0     -96.0    0.6      120 100 100     150 150 150      0   0   0      1 101  11     95  98 121 70
//4PM
153 147 194     85  85  85     22  23  23     31  33  46    104 104 141     80  80  80     70  70  70     98  81  80     37  37  26     6.3     0.5       1.0     199      50        0        650.0    -106.0    0.6      120 100 100     150 150 150      0   0   0      2 106  14     90  95 117 70
//5PM
148 144 196     85  85  85     17  18  18     27  30  41     96  96 126     80  80  80     70  70  70    101  79  78     40  39  26     3.2     0.6       1.0     198      50        0        650.0    -116.0    0.6      120  40  40     150 150 150      0   0   0      3 112  18     84  93 112 70
//6PM
148 146 193     85  85  85     15  15  16     25  30  40     93  93 120     80  80  80     70  70  70     93  76  75     40  39  29     0.3     0.8       1.0     198      50        0        650.0    -126.0    0.8      120  40  40     150 150 154     13  13  13      3 128  33     79  90 108 80
//7PM
149 148 191     34  72  92     13  13  14     24  30  40     91  91 114     80  80  80     70  70  70     86  72  72     41  40  32     0.6     1.6       1.0     198      50        0        650.0    -136.0    0.8      120  40  40     150 150 150     27  27  27      3 145  49     74  88 104 80
//8PM
149 149 188     66  97 122     10  10  12     23  30  40    112 112 132     40  40  40     70  70  70     79  70  70     42  41  36     1.0     1.5       1.0     199      80        0        650.0    -146.0    1.0      120  40  40      50  50  50     41  41  41      3 144  43     68  85  99 80
//9PM
150 151 185     66  97 122      8   9  10     23  31  41    134 134 151     40  40  40     50  50  50     68  68  68     42  42  42     1.4     1.5       1.0     200     100        0        650.0    -155.0    1.0      100  34  25      50  50  50     35  34  31      4 143  38     63  82  95 80
//10PM
150 152 183     66  97 122      6   7   8     23  32  41    156 156 170     40  40  40     50  50  50      0   0   0      0   0   0     1.8     1.5       1.0     201     100        0        650.0    -165.0    1.0       70  27  10      50  50  50     29  27  22      5 141  33     57  80  90 100
//11PM
151 154 180     34  72  96      4   4   6     23  33  42    178 178 189     40  40  40     50  50  50      0   0   0      0   0   0     2.2     1.5       1.0     202     100        0        650.0    -175.0    1.0       30  20   0      50  50  50     23  20  13      6 140  28     52  77  86 100
//////////////////////////////////////////////////////////////////////////
//FOGGY
//AMBIENT      XXXXXXXX       EMISSION       AMB OBJ        DIR            SKY TOP        SKY BOT        SUNCORE        SUNCORONA      SUNSZ    SPRSZ    SPRBR    SHDW    LTSHD    TREESH    FARCLP    FOGST     LTGRD    LOWCLOUDSRGB    TOPCLOUDRGB    BOTCLDRGB      BLURRGB        WATERRGBA      
//MIDNIGHT
182 174 174     40  40  40    111 124 124    103 103 103     82  82  90     50  50  50     50  50  50     10  10   0     10   0   0     2.0     1.7       1.0      60      50        0        108.0    -304.0    1.0        3   2   1     113 113 113     45  45  45      1  12  37    166 163 140 110
//1AM
170 173 173     40  40  40     74  82  82     30  30  30     83  83  90     50  50  50     50  50  50     10  10   0     10   0   0     1.3     1.7       1.0      60      50        0        109.0    -283.0    1.0        4   3   2     112 112 112     44  44  44      1  19  43    159 156 135 110
//2AM
157 171 171     40  40  40     36  41  41     30  30  30     84  84  91     50  50  50     50  50  50     10  10   0     10   0   0     1.5     1.7       1.0      60      50        0        110.0    -261.0    1.0        4   3   2     112 112 112     44  44  44      1  27  49    152 150 130 110
//3AM
146 171 171     40  40  40      0   0   0     30  30  30     85  85  91     50  50  50     50  50  50     10  10   0     10   0   0     1.7     1.7       1.0      60      50        0        110.0    -240.0    1.0        5   4   4     113 113 113     45  45  45      1  35  55    145 144 125 110
//4AM
141 154 154     40  40  40      7   6   7     31  31  31     87  87  92     50  50  50     50  50  50     10  10   0     10   0   0     1.9     1.6       1.0      60      50        0        111.0    -218.0    1.0        6   5   5     112 112 112     44  44  44      1  43  61    138 137 120 110
//5AM
136 137 137     40  40  40     14  12  14     31  31  31     88  88  92     50  50  50     88  86  86     10  10   0     12   0   0     2.2     1.5       1.0      60      50        0        111.0    -197.0    1.0       13  10  10     112 112 112     44  44  44      1  50  67    131 131 115 110
//6AM
132 121 121     40  40  40     21  19  21     32  32  32     89  89  93     66  66  66     92  90  90      0   0   0     16   5   0     2.6     1.2       1.0      60      50        0        112.0    -175.0    1.2       20  16  16     113 113 113     45  45  45      2  58  74    125 125 110 110
//7AM
114 109 109     40  40  40     17  15  17     32  32  32     90  90  94     83  83  83     95  95  95     19  19  17     21  10   0     2.9     1.2       1.0      60      50        0        113.0    -154.0    0.6       27  22  22     112 112 112     44  44  44      2  66  80    118 119 105 110
//8AM
95  97  97     40  40  40     14  12  14     33  33  33     91  91  94    100 100 100    100 100 100     39  39  34     26  15   0     3.4     1.0       1.0      60      50        0        113.0    -132.0    0.5       33  28  28     112 112 112     44  44  44      2  73  86    111 112 100 110
//9AM
78  86  86     40  40  40     10   9  10     33  33  33     93  93  95    130 130 130    130 130 130     62  59  52     20  14   1     4.2     1.0       1.0      60      50        0        114.0    -111.0    0.4       40  34  34     113 113 113     45  45  45      2  81  92    104 106  95 110
//10AM
137 142 142     40  40  40      6   6   6     34  34  34     94  94  95    130 130 130    130 130 130     85  78  70     15  13   2     5.1     1.0       1.0      60      50        0        115.0     -89.0    0.3       48  40  40     112 112 112     44  44  44      2  89  98     97 100  90 110
//11AM
195 198 198     40  40  40      3   3   3     34  34  34     95  95  96    180 180 180    180 180 180    109  99  89     11  13   3     5.9     1.0       1.0      60      50        0        115.0     -68.0    0.3       44  37  36     112 112 112     44  44  44      2  97 104     90  94  85 110
//NOON
255 255 255     40  40  40      0   0   0     35  35  35     97  97  97    180 180 180    180 180 180    100  89  78     10  11   2     6.8     1.0       1.0      60      50        0        116.0     -46.0    0.3       41  34  33     113 113 113     45  45  45      3 105 111     84  88  81 110
//1PM
248 248 248     40  40  40      2   2   2     40  40  40     95  95  96    180 180 180    180 180 180     91  79  67     10   9   2     7.6     1.1       1.0      60      50        0        115.0     -68.0    0.3       37  31  30     112 112 112     45  45  45      2  97 104     90  94  85 110
//2PM
242 241 241     40  40  40      5   5   5     46  46  46     94  94  95    180 180 180    180 180 180     82  69  56     10   7   1     8.4     1.1       1.0      60      50        0        115.0     -89.0    0.3       34  28  27     112 112 112     45  45  45      2  89  98     97 100  90 110
//3PM
236 234 234     40  40  40      7   7   7     52  52  52     93  93  95    180 180 180    180 180 180     73  59  46     10   5   1     9.3     1.2       1.0      60      50        0        114.0    -111.0    0.3       30  25  24     113 113 113     45  45  45      2  81  92    104 106  95 110
//4PM
230 228 228     40  40  40     10  10  10     57  57  57     91  91  94    180 180 180    180 180 180     64  49  35     10   3   0     8.3     1.2       1.0      60      50        0        113.0    -132.0    0.4       27  22  21     112 112 112     45  45  45      2  74  86    111 113 100 110
//5PM
224 221 221     40  40  40     12  12  12     63  63  63     90  90  94    180 180 180    180 180 180     55  39  24     10   1   0     7.2     1.2       1.0      60      50        0        113.0    -154.0    0.5       23  19  18     112 112 112     44  44  44      2  66  80    118 119 105 110
//6PM
218 214 214     40  40  40     15  15  15     69  69  69     89  89  93    130 130 130    130 130 130     47  30  14     10   0   0     6.3     1.3       1.0      60      50        0        112.0    -175.0    0.6       20  16  15     113 113 113     45  45  45      2  58  74    125 125 110 110
//7PM
212 207 207     40  40  40     17  17  17     74  74  74     88  88  92    100 100 105    100 100 105     10  10   0     10   0   0     5.5     1.5       1.0      60      50        0        111.0    -197.0    0.8       16  13  12     112 112 112     44  44  44      1  50  67    131 131 115 110
//8PM
206 200 200     40  40  40     20  20  20     80  80  80     86  86  92    100 100 105    100 100 100     10  10   0     10   0   0     4.8     1.5       1.0      60      50        0        111.0    -218.0    1.0       13  10   9     112 112 112     45  45  45      1  42  61    138 137 120 110
//9PM
200 194 194     40  40  40     23  23  23     86  86  86     85  85  91     80  80  80     80  80  80     10  10   0     10   0   0     4.1     1.6       1.0      60      50        0        110.0    -240.0    1.0        9   7   6     113 113 113     45  45  45      1  35  55    145 144 125 110
//10PM
194 187 187     40  40  40     52  56  56     91  91  91     84  84  91     60  60  60     60  60  60     10  10   0     10   0   0     3.4     1.7       1.0      60      50        0        110.0    -261.0    1.0        6   4   3     112 112 112     44  44  44      1  27  49    152 150 130 110
//11PM
188 180 180     40  40  40     81  90  90     97  97  97     83  83  90     50  50  50     50  50  50     10  10   0     10   0   0     2.8     1.7       1.0      60      50        0        109.0    -283.0    1.0        3   2   0     112 112 112     45  45  45      1  19  43    159 156 135 110
//////////////////////////////////////////////////////////////////////////
//EXTRASUNNY
//AMBIENT      XXXXXXXX       EMISSION       AMB OBJ        DIR            SKY TOP        SKY BOT        SUNCORE        SUNCORONA      SUNSZ    SPRSZ    SPRBR    SHDW    LTSHD    TREESH    FARCLP    FOGST     LTGRD    LOWCLOUDSRGB    TOPCLOUDRGB    BOTCLDRGB      BLURRGB        WATERRGBA      
//MIDNIGHT
159 166 174     95  95  95     42  37  50     15  23  30    166 170 241      0   0   0     16  16  29    255 255   0      5   0   0    15.0     1.2       1.0     254      99        0        859.0      30.0    1.5        4   2   0      30  29  36     36  37  44      0 243 206     42  49  52 80
//1AM
159 164 172     95  95  95     41  34  54     20  24  29    162 166 227      1   5   6     16  17  31    255 155   0    255   0   0    15.2     1.2       1.0     238     100        0        884.0      32.0    1.3        7   3   0      32  32  32     38  37  42      0 237 207     39  43  47 80
//2AM
160 163 170     95  95  95     40  32  58     26  25  29    158 163 213      3  10  12     17  19  33    255 128   0    255 128   0    15.4     1.2       1.0     223     100        0        910.0      34.0    1.2       10   4   0      27  27  31     39  37  40      0 231 209     35  38  43 90
//3AM
160 161 168     95  95  95     39  30  62     32  26  29    154 159 199      4  15  18     18  22  36    255 128   0    255   0   0    15.6     1.2       1.0     207     100        0        936.0      36.0    1.1       13   5   1      21  21  30     41  37  38      0 225 210     33  34  40 90
//4AM
161 160 167     95  95  95     38  28  66     38  27  29    150 155 185      6  21  25     30  31  40    255 128   0    255 128   0    15.8     1.2       1.0     192     100        0        962.0      38.0    1.0       55  21   7      17  17  30     43  37  36      0 219 212     89  72  69 90
//5AM
183 182 174     95  95  95     68  49 125     44  29  29    146 152 172    132 102 153    125  79  51    255 128   0    255   0   0    16.0     1.2       1.0     223     100        0        988.0      39.0    0.9       70  27  10      95  86 108    123 104 119      0   5   7    145 111  98 100
//6AM
206 204 181     90  90  90     85  63   0     41  36  36    142 148 158    111 154 204    220 128  63    255 128   0    255  35   0    12.5     1.2       1.0     254     100        0       1013.0      36.0    0.8      100  34  25     205 205 205     35  27  26     43  43  43    180 151 131 100
//7AM
229 226 188     90  90  90     69  51  39     47  42  42    139 145 145     90 206 255    206 148  95    254 149  42    255  70   0    11.6     1.2       1.0     254      50      129       1039.0      32.0    0.5      120  40  40     192 182 192     43  36  30    113  74   0    215 192 164 90
//8AM
